Filename,Source_URL,Repository_Name,Generator_Architecture,Duration,AIME_Model,AIME_ID,AIME_Description
aime_track_027.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00045-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),MusicGen (Autoregressive Transformer),10.18,MusicGen Large,01024,"reggae, guitar, drums"
aime_track_028.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00045-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),MusicGen (Autoregressive Transformer),10.18,MusicGen Large,01025,"ambient, electronica, deep"
aime_track_029.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00045-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),MusicGen (Autoregressive Transformer),10.18,MusicGen Large,01026,"pop, chillout, hiphop"
aime_track_030.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00045-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),MusicGen (Autoregressive Transformer),10.18,MusicGen Large,01027,"lounge, folk, acousticguitar"
aime_track_031.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00045-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),MusicGen (Autoregressive Transformer),10.18,MusicGen Large,01028,"soundtrack, world, tribal"
aime_track_032.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00045-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),MusicGen (Autoregressive Transformer),10.18,MusicGen Large,01029,"electronic, soundtrack, celtic"
aime_track_033.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00045-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),MusicGen (Autoregressive Transformer),10.18,MusicGen Large,01030,"electronic, easylistening, lounge"
aime_track_034.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03513,"ambient, electronica, deep"
aime_track_035.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03514,"ambient, experimental, guitar"
aime_track_036.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03515,"ambient, experimental, orchestral"
aime_track_037.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03516,"ambient, experimental, trumpet"
aime_track_038.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03517,"ambient, experimental, voice"
aime_track_039.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03518,"ambient, holiday, christmas"
aime_track_040.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03519,"ambient, idm, electronica"
aime_track_041.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03520,"ambient, jazz, progressive"
aime_track_042.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03521,"ambient, medieval, guitar"
aime_track_043.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03522,"ambient, newage, choir"
aime_track_044.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03523,"ambient, newage, soundtrack"
aime_track_045.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03524,"ambient, orchestral, drums"
aime_track_046.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03525,"ambient, piano, strings"
aime_track_047.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03526,"ambient, postrock, synthesizer"
aime_track_048.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03527,"ambient, rap, dubstep"
aime_track_049.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03528,"ambient, soundtrack, acousticguitar"
aime_track_050.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00138-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v1,03529,"ambient, soundtrack, beat"
aime_track_051.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04002,"ambient, breakbeat, trance"
aime_track_052.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04003,"ambient, calm, happy"
aime_track_053.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04004,"ambient, calm, soft"
aime_track_054.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04005,"ambient, calm, space"
aime_track_055.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04006,"ambient, chillout, downtempo"
aime_track_056.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04007,"ambient, chillout, drums"
aime_track_057.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04008,"ambient, chillout, hiphop"
aime_track_058.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04009,"ambient, chillout, piano"
aime_track_059.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04010,"ambient, chillout, soundtrack"
aime_track_060.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04011,"ambient, choir, synthesizer"
aime_track_061.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04012,"ambient, dance, synthpop"
aime_track_062.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04013,"ambient, electronica, deep"
aime_track_063.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04014,"ambient, experimental, guitar"
aime_track_064.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04015,"ambient, experimental, orchestral"
aime_track_065.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04016,"ambient, experimental, trumpet"
aime_track_066.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00155-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Stable Audio (Latent Diffusion),10.0,Stable Audio v2,04017,"ambient, experimental, voice"
aime_track_067.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01502,"pop, ambient, synthesizer"
aime_track_068.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01503,"experimental, hardrock, electricguitar"
aime_track_069.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01504,"electronic, lounge, dance"
aime_track_070.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01505,"pop, electronic, guitar"
aime_track_071.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01506,"electronic, experimental, piano"
aime_track_072.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01507,"rock, reggae, latin"
aime_track_073.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01508,"electronic, jazz, experimental"
aime_track_074.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01509,"rock, pop, slow"
aime_track_075.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01510,"jazz, guitar, organ"
aime_track_076.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01511,"experimental, sad, piano"
aime_track_077.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01512,"techno, keyboard, bass"
aime_track_078.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00065-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Large,01513,"soundtrack, synthpop, synthesizer"
aime_track_079.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02015,"pop, folk, country"
aime_track_080.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02016,"rock, jazz, guitar"
aime_track_081.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02017,"rock, world, drums"
aime_track_082.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02018,"easylistening, ambient, synthesizer"
aime_track_083.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02019,"classical, soundtrack, celtic"
aime_track_084.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02020,"rock, pop, world"
aime_track_085.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02021,"techno, synthpop, happy"
aime_track_086.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02022,"funk, triphop, idm"
aime_track_087.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02023,"pop, world, african"
aime_track_088.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02024,"reggae, guitar, drums"
aime_track_089.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00086-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),AudioLDM (Spectrogram Diffusion),10.0,AudioLDM 2 Music,02025,"ambient, electronica, deep"
aime_track_090.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02504,"electronic, lounge, dance"
aime_track_091.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02505,"pop, electronic, guitar"
aime_track_092.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02506,"electronic, experimental, piano"
aime_track_093.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02507,"rock, reggae, latin"
aime_track_094.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02508,"electronic, jazz, experimental"
aime_track_095.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02509,"rock, pop, slow"
aime_track_096.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02510,"jazz, guitar, organ"
aime_track_097.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02511,"experimental, sad, piano"
aime_track_098.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02512,"techno, keyboard, bass"
aime_track_099.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02513,"soundtrack, synthpop, synthesizer"
aime_track_100.wav,https://huggingface.co/datasets/disco-eth/AIME/resolve/main/data/train-00103-of-00210.parquet,disco-eth/AIME (HuggingFace Datasets — peer-reviewed benchmark),Riffusion (Spectrogram Diffusion),10.23,Riffusion,02514,"blues, piano, guitar"
